Model,Label,Value,Phase,Min,Max,Init,Gradient,Pr_type,Prior,Pr_SD,Pr_Like,LCI95,UCI95
M23_0a,AgeKeyParm7,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,FracFemale_GP_1,0.5,-99,1e-6,0.999999,0.5,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,VonBert_K_Fem_GP_1_BLK1add_1991,0.00430556,4,-0.213434,0.786566,0,-8.84337e-6,Normal,0,0.25,1.48303e-4,-0.213434,0.287267
M23_0a,VonBert_K_Fem_GP_1_BLK1add_2004,0.00301201,4,-0.213434,0.786566,0,-9.211e-6,Normal,0,0.25,7.25778e-5,-0.213434,0.285983
M23_0a,VonBert_K_Fem_GP_1_BLK1add_2018,-0.00731723,4,-0.213434,0.786566,0,-2.47004e-6,Normal,0,0.25,4.28335e-4,-0.213434,0.275728
M23_0a,SR_LN(R0),10.0704,1,1,20,10.3,-1.43022e-5,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_BH_steep,1,-1,0,1,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_sigmaR,0.636,-1,0,10,0.636,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_regime,0,-3,-5,5,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_autocorr,0,-1,-99,99,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_10,-0.758714,2,-5,5,0,8.21327e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_9,-0.401075,2,-5,5,0,9.03806e-8,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_8,-0.386817,2,-5,5,0,4.9491e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_7,-0.296721,2,-5,5,0,-9.74353e-8,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_6,-0.361995,2,-5,5,0,-5.80103e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_5,0.447243,2,-5,5,0,4.09092e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_4,0.618342,2,-5,5,0,-5.47905e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_3,-0.29244,2,-5,5,0,6.22311e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_2,1.02022,2,-5,5,0,-2.02391e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_1,-0.19465,2,-5,5,0,1.41211e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1991,-0.196835,1,-5,5,0,-1.39604e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1992,0.110201,1,-5,5,0,7.87905e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1993,0.758475,1,-5,5,0,-8.63704e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1994,-0.168059,1,-5,5,0,1.10295e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1995,0.532538,1,-5,5,0,-4.45082e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1996,0.801613,1,-5,5,0,-7.17073e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1997,0.707355,1,-5,5,0,-7.16048e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1998,0.376809,1,-5,5,0,-1.13768e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1999,0.391435,1,-5,5,0,-9.53861e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2000,1.09789,1,-5,5,0,-8.67935e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2001,0.0930353,1,-5,5,0,-4.1099e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2002,-0.0340587,1,-5,5,0,-5.32433e-8,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2003,-0.117148,1,-5,5,0,-1.31984e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2004,-0.414156,1,-5,5,0,1.84948e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2005,0.263427,1,-5,5,0,-1.023e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2006,-0.223004,1,-5,5,0,-6.13568e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2007,0.18058,1,-5,5,0,-3.8305e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2008,-0.0411528,1,-5,5,0,-8.33305e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2009,-0.832027,1,-5,5,0,1.15385e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2010,-0.371929,1,-5,5,0,-8.77323e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2011,-0.659637,1,-5,5,0,-4.116e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2012,-0.123534,1,-5,5,0,-3.14534e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2013,-0.273611,1,-5,5,0,-7.19072e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2014,0.204213,1,-5,5,0,9.2432e-8,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2015,-0.364494,1,-5,5,0,-1.33361e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2016,-0.337564,1,-5,5,0,1.75145e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2017,-0.254368,1,-5,5,0,-8.12494e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2018,0.0312879,1,-5,5,0,-2.09401e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2019,0.267622,1,-5,5,0,-9.0631e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2020,-0.291924,1,-5,5,0,5.59489e-7,dev,NA,NA,NA,NA,NA
M23_0a,Late_RecrDev_2021,-0.506195,11,-5,5,0,1.62914e-6,dev,NA,NA,NA,NA,NA
M23_0a,Late_RecrDev_2022,-1.75574e-4,11,-5,5,0,2.4964e-7,dev,NA,NA,NA,NA,NA
M23_0a,Late_RecrDev_2023,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2024,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2025,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2026,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2027,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2028,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2029,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2030,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2031,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2032,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2033,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2034,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2035,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2036,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2037,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2038,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,LnQ_base_Srv(2),-0.00218919,10,-10,10,-0.00869587,-5.63727e-6,Normal,0,0.01,0.0239628,-0.0217579,0.0173795
M23_0a,Size_DblN_peak_FshComb(1),99.0932,3,60,100,98,2.39717e-6,Normal,98,1,0.597555,97.222,100
M23_0a,Size_DblN_top_logit_FshComb(1),25,-3,-20,10,25,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_ascend_se_FshComb(1),6.66478,3,-10,10,6.7303,-9.63011e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_descend_se_FshComb(1),-0.838869,-3,-10,10,-0.838869,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_start_logit_FshComb(1),-999,-3,-1000,2.71828,-999,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_end_logit_FshComb(1),4,-3,-10,10,4,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_peak_Srv(2),58.4166,3,10,90,58.4071,-7.50629e-7,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_top_logit_Srv(2),-3.05,-3,-20,10,-3.05,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_ascend_se_Srv(2),5.76234,3,-10,10,5.71361,1.81554e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_descend_se_Srv(2),3.98,-3,0,10,3.98,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_start_logit_Srv(2),-2.35,-3,-12,2.71828,-2.35,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_end_logit_Srv(2),10,-3,-10,10,10,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,NatM_uniform_Fem_GP_1,0.344759,2,0.1,1.5,0.338611,-3.97098e-5,No_prior,NA,NA,NA,NA,NA
M23_0b,L_at_Amin_Fem_GP_1,17.7125,2,-10,50,17.7009,4.89758e-6,No_prior,NA,NA,NA,NA,NA
M23_0b,L_at_Amax_Fem_GP_1,117.631,2,70,145,117.212,1.04501e-5,No_prior,NA,NA,NA,NA,NA
M23_0b,VonBert_K_Fem_GP_1,0.190284,2,0,1,0.191092,4.19373e-5,No_prior,NA,NA,NA,NA,NA
M23_0b,CV_young_Fem_GP_1,0.2,-2,0.01,0.4,0.2,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,CV_old_Fem_GP_1,0.06,-2,0.01,0.2,0.06,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Wtlen_1_Fem_GP_1,5.611e-6,-1,-99,99,5.611e-6,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Wtlen_2_Fem_GP_1,3.1756,-1,-99,99,3.1756,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Mat50%_Fem_GP_1,54.9,-1,20,60,54.9,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Mat_slope_Fem_GP_1,-0.1472,-1,-2,0.5,-0.1472,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Eggs/kg_inter_Fem_GP_1,1,-1,-99,99,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Eggs/kg_slope_wt_Fem_GP_1,0,-1,-99,99,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,CohortGrowDev,1,-1,0.1,10,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm1,3,-1,-10,10,3,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm2,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm3,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm4,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm5,0.57,-1,-10,10,0.57,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm6,1.16,-1,-10,10,1.16,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,AgeKeyParm7,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,FracFemale_GP_1,0.5,-99,1e-6,0.999999,0.5,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,VonBert_K_Fem_GP_1_BLK1add_1991,0.003993,4,-0.191092,0.808908,0,2.45155e-5,Normal,0,0.25,1.27552e-4,-0.191092,0.286956
M23_0b,VonBert_K_Fem_GP_1_BLK1add_2004,0.00171437,4,-0.191092,0.808908,0,2.02053e-5,Normal,0,0.25,2.35126e-5,-0.191092,0.284685
M23_0b,VonBert_K_Fem_GP_1_BLK1add_2018,-0.0057067,4,-0.191092,0.808908,0,-7.85186e-7,Normal,0,0.25,2.60532e-4,-0.191092,0.277347
M23_0b,SR_LN(R0),10.1047,1,1,20,10.6,1.0528e-4,No_prior,NA,NA,NA,NA,NA
M23_0b,SR_BH_steep,1,-1,0,1,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,SR_sigmaR,0.636,-1,0,10,0.636,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,SR_regime,0,-3,-5,5,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,SR_autocorr,0,-1,-99,99,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_10,-0.727907,2,-5,5,0,7.25125e-7,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_9,-0.379009,2,-5,5,0,-3.02428e-6,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_8,-0.363914,2,-5,5,0,2.25741e-7,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_7,-0.269797,2,-5,5,0,-3.57779e-7,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_6,-0.339851,2,-5,5,0,-2.2547e-6,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_5,0.47374,2,-5,5,0,5.66746e-6,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_4,0.639724,2,-5,5,0,7.30836e-7,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_3,-0.275085,2,-5,5,0,1.39505e-6,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_2,1.04461,2,-5,5,0,5.9379e-6,dev,NA,NA,NA,NA,NA
M23_0b,Early_InitAge_1,-0.18198,2,-5,5,0,6.69151e-7,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1991,-0.182848,1,-5,5,0,-2.35261e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1992,0.126344,1,-5,5,0,3.69594e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1993,0.771946,1,-5,5,0,4.06737e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1994,-0.156752,1,-5,5,0,3.58034e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1995,0.539267,1,-5,5,0,4.18204e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1996,0.779671,1,-5,5,0,1.91411e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1997,0.653715,1,-5,5,0,2.06829e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1998,0.31925,1,-5,5,0,5.47053e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_1999,0.339185,1,-5,5,0,3.45195e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2000,1.07907,1,-5,5,0,3.61249e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2001,0.078182,1,-5,5,0,-8.01572e-7,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2002,-0.0338672,1,-5,5,0,4.88563e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2003,-0.121408,1,-5,5,0,6.12765e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2004,-0.420446,1,-5,5,0,1.24149e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2005,0.243016,1,-5,5,0,6.67038e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2006,-0.222305,1,-5,5,0,-1.06719e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2007,0.185295,1,-5,5,0,-8.71734e-7,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2008,-0.0398494,1,-5,5,0,-1.40805e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2009,-0.831897,1,-5,5,0,-2.63911e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2010,-0.346669,1,-5,5,0,-5.66284e-7,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2011,-0.636527,1,-5,5,0,2.30872e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2012,-0.0728199,1,-5,5,0,-1.98085e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2013,-0.242068,1,-5,5,0,-1.14535e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2014,0.24436,1,-5,5,0,3.2454e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2015,-0.343624,1,-5,5,0,-1.11667e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2016,-0.32218,1,-5,5,0,-2.02079e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2017,-0.283691,1,-5,5,0,-2.93957e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2018,-0.0475377,1,-5,5,0,1.8595e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2019,0.197453,1,-5,5,0,-3.79355e-6,dev,NA,NA,NA,NA,NA
M23_0b,Main_RecrDev_2020,-0.313852,1,-5,5,0,-5.54438e-6,dev,NA,NA,NA,NA,NA
M23_0b,Late_RecrDev_2021,-0.555075,11,-5,5,0,6.44041e-6,dev,NA,NA,NA,NA,NA
M23_0b,Late_RecrDev_2022,-0.00386656,11,-5,5,0,-1.06768e-6,dev,NA,NA,NA,NA,NA
M23_0b,Late_RecrDev_2023,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2024,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2025,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2026,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2027,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2028,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2029,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2030,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2031,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2032,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2033,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2034,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2035,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2036,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2037,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,ForeRecr_2038,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0b,LnQ_base_Srv(2),-0.00256233,10,-10,10,-0.00218919,4.06314e-6,Normal,0,0.01,0.0328277,-0.0221316,0.0170069
M23_0b,Size_DblN_peak_FshComb(1),99.1279,3,60,100,99.0932,1.90117e-6,Normal,98,1,0.636061,97.2578,100
M23_0b,Size_DblN_top_logit_FshComb(1),25,-3,-20,10,25,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_ascend_se_FshComb(1),7.13544,3,-10,10,6.66478,-7.12096e-5,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_descend_se_FshComb(1),-0.838869,-3,-10,10,-0.838869,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_start_logit_FshComb(1),-999,-3,-1000,2.71828,-999,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_end_logit_FshComb(1),4,-3,-10,10,4,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_peak_Srv(2),58.4759,3,10,90,58.4166,-3.86452e-6,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_top_logit_Srv(2),-3.05,-3,-20,10,-3.05,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_ascend_se_Srv(2),5.74216,3,-10,10,5.76234,1.9578e-6,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_descend_se_Srv(2),3.98,-3,0,10,3.98,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_start_logit_Srv(2),-2.35,-3,-12,2.71828,-2.35,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_end_logit_Srv(2),10,-3,-10,10,10,NA,No_prior,NA,NA,NA,NA,NA
M23_0b,Size_DblN_ascend_se_FshComb(1)_BLK2add_1991,-0.405119,4,-16.6648,3.33522,0,-3.65573e-5,Normal,0,5,0.00328243,-2.61723,1.80699
M23_0b,Size_DblN_ascend_se_FshComb(1)_BLK2add_2003,-0.604936,4,-16.6648,3.33522,0,-2.48313e-5,Normal,0,5,0.00731896,-2.81773,1.60785
M23_0b,Size_DblN_ascend_se_FshComb(1)_BLK2add_2013,-0.677869,4,-16.6648,3.33522,0,-2.95887e-6,Normal,0,5,0.00919013,-2.90415,1.54842
M23_0b,Size_DblN_ascend_se_FshComb(1)_BLK2add_2017,-0.375032,4,-16.6648,3.33522,0,-2.05229e-6,Normal,0,5,0.00281297,-2.60134,1.85128
M23_0b,Size_DblN_ascend_se_FshComb(1)_BLK2add_2020,-0.194993,4,-16.6648,3.33522,0,8.67039e-7,Normal,0,5,7.60449e-4,-2.42464,2.03465
