Model,Label,Value,Phase,Min,Max,Init,Gradient,Pr_type,Prior,Pr_SD,Pr_Like,LCI95,UCI95
M23_0,Main_RecrDev_1997,1.10829,1,-5,5,0,9.82741e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_1998,0.365392,1,-5,5,0,4.83278e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_1999,0.180281,1,-5,5,0,5.77096e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2000,0.996083,1,-5,5,0,1.72023e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2001,0.128541,1,-5,5,0,1.7671e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2002,-0.250663,1,-5,5,0,2.61266e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2003,-0.0627657,1,-5,5,0,2.12091e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2004,-0.585425,1,-5,5,0,7.72407e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2005,0.0941157,1,-5,5,0,2.62122e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2006,-0.474081,1,-5,5,0,8.30326e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2007,0.199352,1,-5,5,0,2.9666e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2008,-0.233854,1,-5,5,0,1.36196e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2009,-1.01976,1,-5,5,0,3.82081e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2010,-0.797267,1,-5,5,0,2.32776e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2011,-0.712645,1,-5,5,0,9.50438e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2012,-0.496078,1,-5,5,0,-2.58508e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2013,-0.636328,1,-5,5,0,-6.366e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2014,-0.30392,1,-5,5,0,-1.66761e-6,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2015,-0.362818,1,-5,5,0,-3.54103e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2016,-0.65523,1,-5,5,0,-7.35422e-7,dev,NA,NA,NA,NA,NA
M23_0,Main_RecrDev_2017,-0.210467,1,-5,5,0,-4.86255e-8,dev,NA,NA,NA,NA,NA
M23_0,Late_RecrDev_2018,-0.152748,11,-5,5,0,-8.69681e-7,dev,NA,NA,NA,NA,NA
M23_0,Late_RecrDev_2019,0.116684,11,-5,5,0,3.82262e-6,dev,NA,NA,NA,NA,NA
M23_0,Late_RecrDev_2020,-0.529786,11,-5,5,0,2.33619e-6,dev,NA,NA,NA,NA,NA
M23_0,Late_RecrDev_2021,-0.49239,11,-5,5,0,2.30951e-8,dev,NA,NA,NA,NA,NA
M23_0,Late_RecrDev_2022,-0.00171375,11,-5,5,0,2.24956e-7,dev,NA,NA,NA,NA,NA
M23_0,Late_RecrDev_2023,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2024,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2025,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2026,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2027,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2028,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2029,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2030,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2031,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2032,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2033,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2034,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2035,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2036,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2037,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,ForeRecr_2038,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0,LnQ_base_Srv(2),-0.00869587,10,-10,10,-0.00606741,3.12536e-5,Normal,0,0.01,0.37809,-0.0281677,0.0107759
M23_0,Size_DblN_peak_FshComb(1),99.9995,3,10,100,99.9997,4.67895e-7,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_top_logit_FshComb(1),0.389467,3,-20,10,0.40898,8.45021e-8,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_ascend_se_FshComb(1),6.75238,3,-10,10,6.7341,-1.57723e-5,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_descend_se_FshComb(1),-0.886577,3,-10,10,-0.827602,-1.85339e-6,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_start_logit_FshComb(1),-999,-3,-1000,2.71828,-999,NA,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_end_logit_FshComb(1),10,-3,-10,10,10,NA,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_peak_Srv(2),60.6334,3,10,90,60.1748,-4.94007e-6,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_top_logit_Srv(2),-5.17157,3,-20,10,-4.81973,4.2032e-6,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_ascend_se_Srv(2),6.30287,3,-10,10,6.12462,1.11972e-5,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_descend_se_Srv(2),3.69366,3,0,10,3.93385,-1.83665e-6,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_start_logit_Srv(2),-3.00459,3,-12,2.71828,-2.39438,3.49517e-6,No_prior,NA,NA,NA,NA,NA
M23_0,Size_DblN_end_logit_Srv(2),10,-3,-10,10,10,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,NatM_uniform_Fem_GP_1,0.338611,2,0.1,1.5,0.36,3.69158e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,L_at_Amin_Fem_GP_1,17.7009,2,-10,50,16.7267,-6.26439e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,L_at_Amax_Fem_GP_1,117.212,2,70,145,113.157,-7.3692e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,VonBert_K_Fem_GP_1,0.191092,2,0,1,0.213434,-1.91342e-5,No_prior,NA,NA,NA,NA,NA
M23_0a,CV_young_Fem_GP_1,0.2,-2,0.01,0.4,0.2,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,CV_old_Fem_GP_1,0.06,-2,0.01,0.2,0.06,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Wtlen_1_Fem_GP_1,5.611e-6,-1,-99,99,5.611e-6,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Wtlen_2_Fem_GP_1,3.1756,-1,-99,99,3.1756,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Mat50%_Fem_GP_1,54.9,-1,20,60,54.9,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Mat_slope_Fem_GP_1,-0.1472,-1,-2,0.5,-0.1472,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Eggs/kg_inter_Fem_GP_1,1,-1,-99,99,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Eggs/kg_slope_wt_Fem_GP_1,0,-1,-99,99,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,CohortGrowDev,1,-1,0.1,10,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm1,3,-1,-10,10,3,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm2,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm3,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm4,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm5,0.57,-1,-10,10,0.57,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm6,1.16,-1,-10,10,1.16,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,AgeKeyParm7,0,-1,-10,10,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,FracFemale_GP_1,0.5,-99,1e-6,0.999999,0.5,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,VonBert_K_Fem_GP_1_BLK1add_1991,0.00430556,4,-0.213434,0.786566,0,-8.84337e-6,Normal,0,0.25,1.48303e-4,-0.213434,0.287267
M23_0a,VonBert_K_Fem_GP_1_BLK1add_2004,0.00301201,4,-0.213434,0.786566,0,-9.211e-6,Normal,0,0.25,7.25778e-5,-0.213434,0.285983
M23_0a,VonBert_K_Fem_GP_1_BLK1add_2018,-0.00731723,4,-0.213434,0.786566,0,-2.47004e-6,Normal,0,0.25,4.28335e-4,-0.213434,0.275728
M23_0a,SR_LN(R0),10.0704,1,1,20,10.3,-1.43022e-5,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_BH_steep,1,-1,0,1,1,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_sigmaR,0.636,-1,0,10,0.636,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_regime,0,-3,-5,5,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,SR_autocorr,0,-1,-99,99,0,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_10,-0.758714,2,-5,5,0,8.21327e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_9,-0.401075,2,-5,5,0,9.03806e-8,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_8,-0.386817,2,-5,5,0,4.9491e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_7,-0.296721,2,-5,5,0,-9.74353e-8,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_6,-0.361995,2,-5,5,0,-5.80103e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_5,0.447243,2,-5,5,0,4.09092e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_4,0.618342,2,-5,5,0,-5.47905e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_3,-0.29244,2,-5,5,0,6.22311e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_2,1.02022,2,-5,5,0,-2.02391e-7,dev,NA,NA,NA,NA,NA
M23_0a,Early_InitAge_1,-0.19465,2,-5,5,0,1.41211e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1991,-0.196835,1,-5,5,0,-1.39604e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1992,0.110201,1,-5,5,0,7.87905e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1993,0.758475,1,-5,5,0,-8.63704e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1994,-0.168059,1,-5,5,0,1.10295e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1995,0.532538,1,-5,5,0,-4.45082e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1996,0.801613,1,-5,5,0,-7.17073e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1997,0.707355,1,-5,5,0,-7.16048e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1998,0.376809,1,-5,5,0,-1.13768e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_1999,0.391435,1,-5,5,0,-9.53861e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2000,1.09789,1,-5,5,0,-8.67935e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2001,0.0930353,1,-5,5,0,-4.1099e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2002,-0.0340587,1,-5,5,0,-5.32433e-8,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2003,-0.117148,1,-5,5,0,-1.31984e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2004,-0.414156,1,-5,5,0,1.84948e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2005,0.263427,1,-5,5,0,-1.023e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2006,-0.223004,1,-5,5,0,-6.13568e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2007,0.18058,1,-5,5,0,-3.8305e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2008,-0.0411528,1,-5,5,0,-8.33305e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2009,-0.832027,1,-5,5,0,1.15385e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2010,-0.371929,1,-5,5,0,-8.77323e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2011,-0.659637,1,-5,5,0,-4.116e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2012,-0.123534,1,-5,5,0,-3.14534e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2013,-0.273611,1,-5,5,0,-7.19072e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2014,0.204213,1,-5,5,0,9.2432e-8,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2015,-0.364494,1,-5,5,0,-1.33361e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2016,-0.337564,1,-5,5,0,1.75145e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2017,-0.254368,1,-5,5,0,-8.12494e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2018,0.0312879,1,-5,5,0,-2.09401e-6,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2019,0.267622,1,-5,5,0,-9.0631e-7,dev,NA,NA,NA,NA,NA
M23_0a,Main_RecrDev_2020,-0.291924,1,-5,5,0,5.59489e-7,dev,NA,NA,NA,NA,NA
M23_0a,Late_RecrDev_2021,-0.506195,11,-5,5,0,1.62914e-6,dev,NA,NA,NA,NA,NA
M23_0a,Late_RecrDev_2022,-1.75574e-4,11,-5,5,0,2.4964e-7,dev,NA,NA,NA,NA,NA
M23_0a,Late_RecrDev_2023,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2024,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2025,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2026,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2027,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2028,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2029,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2030,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2031,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2032,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2033,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2034,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2035,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2036,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2037,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,ForeRecr_2038,0,11,-5,5,0,0,dev,NA,NA,NA,NA,NA
M23_0a,LnQ_base_Srv(2),-0.00218919,10,-10,10,-0.00869587,-5.63727e-6,Normal,0,0.01,0.0239628,-0.0217579,0.0173795
M23_0a,Size_DblN_peak_FshComb(1),99.0932,3,60,100,98,2.39717e-6,Normal,98,1,0.597555,97.222,100
M23_0a,Size_DblN_top_logit_FshComb(1),25,-3,-20,10,25,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_ascend_se_FshComb(1),6.66478,3,-10,10,6.7303,-9.63011e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_descend_se_FshComb(1),-0.838869,-3,-10,10,-0.838869,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_start_logit_FshComb(1),-999,-3,-1000,2.71828,-999,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_end_logit_FshComb(1),4,-3,-10,10,4,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_peak_Srv(2),58.4166,3,10,90,58.4071,-7.50629e-7,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_top_logit_Srv(2),-3.05,-3,-20,10,-3.05,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_ascend_se_Srv(2),5.76234,3,-10,10,5.71361,1.81554e-6,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_descend_se_Srv(2),3.98,-3,0,10,3.98,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_start_logit_Srv(2),-2.35,-3,-12,2.71828,-2.35,NA,No_prior,NA,NA,NA,NA,NA
M23_0a,Size_DblN_end_logit_Srv(2),10,-3,-10,10,10,NA,No_prior,NA,NA,NA,NA,NA
